销售人员	公司名称	联系人	电话	手机	地址	经营产品类别	E-mail	QQ	微信号	备注信息
刘傲	余姚意博医疗器械有限公司	许亚勇	0574-62575698			医疗器械				
刘傲	宁波天润生物药业有限公司		0574-86829586 26850169			医疗器械	web@tianrunbio.com			
刘傲	杭州百康医用技术有限公司		400-680-5890			医疗器械				
刘傲	温州市医械塑料厂		0577-86633958 			医疗器械				
刘傲	杭州桐庐医达器械设备有限公司		0571-64241588 64241698			医疗器械	2398894090@qq.com			
刘傲	余姚市久盛医疗用品厂		0574-62151007			医疗器械	 web@nbjiusheng.com			
刘傲	康福特仪器（杭州）有限公司		0571-81107399			医疗器械				
刘傲	浙江康泰医院器械有限公司		400-0858-368 0576-85998931 			医疗器械	ktmd888@163.com			
刘傲	杭州博日科技有限公司		0571-87774567 87774252 87774307 			医疗器械	instrument@bioer.com.cn			
刘傲	宁波高压氧舱总厂	陈成斌	0574-87356417 87353914 87677203 	13306670112		医疗器械	nbycqjj@yahoo.com.cn			
刘傲	杭州澳亚生物技术有限公司		0571-86912008 86913582			医疗器械	ausiabio@163.com			
刘傲	杭州桐庐尖端内窥镜有限公司		0571-64212388 64241799 64241668 	13906817379		医疗器械				
刘傲	奉化市精益医疗用品制造有限公司	任校国	0574-88637336 88582128			医疗器械				
刘傲	忠诚医疗用品（杭州）有限公司		0571-86042912   			医疗器械				
刘傲	宁波市科技园区明天医网技术有限公司		0571-81951117			医疗器械	services@tomtaw.com.cn			
刘傲	杭州博拓生物科技股份有限公司		0571-88630088			医疗器械	sales.css@biotests.com.cn  			
刘傲	杭州远方医疗器械有限公司		0571-82233182			医疗器械	jay@hzyuanfang.cn			
刘傲	宁波市源康供氧净化工程安装有限公司		0574-88932248 	13586651376		医疗器械				
刘傲	宁波市力拓医用成套设备有限公司					医疗器械				
刘傲	杭州通策义齿制造有限公司					医疗器械				
刘傲	温州帕菲克精密齿研有限公司		0577-88922713			医疗器械				
刘傲	台州新致美义齿有限公司		0576-8207705			医疗器械				
刘傲	金华新致美义齿有限公司		0579-2116600			医疗器械				
刘傲	宁波新致美义齿有限公司		0574-88298701			医疗器械				
刘傲	杭州新致美义齿研发有限公司		0571-88863198			医疗器械				
刘傲	宁波舒安尔医疗设备有限公司			15267896677		医疗器械	Info@nbshuaner.com			
